Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,A,AAPL,ABT,ACGL,ADBE,A,AAPL,ABT,ACGL,ADBE,A,AAPL,ABT,ACGL,ADBE,A,AAPL,ABT,ACGL,ADBE,A,AAPL,ABT,ACGL,ADBE
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-03,43.290863037109375,0.8421506285667419,8.206899642944336,1.215037226676941,16.27467155456543,47.4621162072239,0.8463823116050437,8.441383144597902,1.3471065274100658,16.75561990365173,40.51002438386829,0.765035668497191,8.148279265681607,1.2018301265697242,15.948867834216648,47.34937894176176,0.7890166789549423,8.265520518357727,1.3405025239327133,16.693562052156725,4674353,535796800,10635087,433800,7384400
2000-01-04,39.98393630981445,0.771148681640625,7.972412109375,1.2084332704544067,14.90939712524414,41.41193472227195,0.8322757318245141,8.148274126547967,1.2150372741900035,16.33672754722381,38.9317267845037,0.7612740206957495,7.913791270933895,1.201830173566334,14.878368203027192,40.96098549249645,0.8144079554303476,8.074998203034173,1.201830173566334,15.638576797342449,4765083,512377600,10734887,84600,7813200
2000-01-05,37.503719329833984,0.7824332118034363,7.957761287689209,1.3206924200057983,15.204174041748049,39.98392666961991,0.8318057242468626,8.045691845234323,1.3206924200057983,15.576521161137794,36.26361886643951,0.7749102926651642,7.869829733842868,1.221640190946036,14.45947980296855,39.83360922710346,0.7805524694628402,7.869829733842868,1.221640190946036,14.45947980296855,5758642,778321600,11722632,80100,14927200
2000-01-06,36.07573318481445,0.714722752571106,8.2362060546875,1.3074854612350464,15.328289031982422,37.27826029639122,0.8050037126972407,8.265516728028492,1.3603136352524374,15.545491508144115,34.94836642258589,0.714722752571106,7.928447720735343,1.26126129073256,15.049028705488816,37.052785661345695,0.7984211393239875,7.972413481671613,1.320692448061426,15.250716719067531,2534434,767972800,17479583,348300,10221200
2000-01-07,39.082027435302734,0.7485783100128174,8.324138641357422,1.3801236152648926,16.072982788085938,39.64571056955948,0.759863566388499,8.500001219972187,1.386726711979548,16.072982788085938,35.47445729995846,0.7184849794071277,8.08965570135493,1.307485470589931,15.111086134744887,35.512034251676695,0.7260078977096681,8.08965570135493,1.307485470589931,15.28174521840217,2819626,460734400,15756040,247500,8253200
2000-01-10,41.44950866699219,0.7354125380516052,8.265521049499512,1.426347732543945,16.693557739257812,41.86287769533441,0.7692673610376285,8.45603828414733,1.4395547189689448,16.693557739257812,40.62277381680676,0.7128421203369875,8.177589979804312,1.373519560132081,15.7937191250599,41.4870888355684,0.7673866184550411,8.441383687040606,1.373519560132081,16.228123973293375,2148446,505064000,10442172,455400,10987200
2000-01-11,40.88581848144531,0.6977952718734741,8.148275375366211,1.4395548105239868,15.545493125915527,41.44950167602221,0.7476379778396942,8.250861484747903,1.452761911144885,16.693563476532045,39.94634649048382,0.6808678892390111,8.060344353303273,1.3867267481082146,15.483435269125446,41.44950167602221,0.721776278885474,8.060344353303273,1.413140835994071,16.678049012334522,1855985,441548800,9533285,407700,9616000
2000-01-12,40.059078216552734,0.6559466123580933,8.026336669921875,1.4395548105239868,15.46791934967041,40.88581281267333,0.7184850760082616,8.247245266638792,1.452761911144885,15.73166521621444,38.51834308239769,0.6507737295467325,8.011610030860268,1.3999337353731724,15.328289185029456,40.88581281267333,0.7147227374292697,8.20306384765517,1.4395548105239868,15.5765205888356,1429874,976068800,8330124,216900,8051200
2000-01-13,40.66035079956055,0.7278885841369629,7.952699184417725,1.5055890083312988,16.290185928344727,41.97561170568819,0.7429352744385749,8.099971549132706,1.5055890083312988,16.383272705078127,39.68329855812336,0.6959145116403436,7.937971547466636,1.452761854811515,15.57652064005534,41.11129675464741,0.7108432255156996,8.026334866175727,1.452761854811515,15.59203510284424,1134337,1032684800,10615929,404100,5527200
2000-01-14,41.11128616333008,0.7556309700012207,8.129424095153809,1.5716241598129272,16.460845947265625,41.71254621304636,0.7692670641561276,8.158878864014119,1.5848311464901776,16.724591829549805,40.28455159090897,0.7476378547780783,8.011607022110217,1.5320030864252407,16.290186846964094,40.28455159090897,0.7523396843079209,8.129424095153809,1.5320030864252407,16.5384182655845,1316916,390376000,11217621,432000,5136800
